,incumplimiento,tipo_de_cuenta,genero,edad_del_cliente,co_solicitantes,dependientes,monto_del_prestamo,ubicacion_de_sucursal,nivel_de_producto,estatus_laboral,es_sostenedor_principal,grupo_de_puntaje_crediticio,area_residencial,estado_actual_de_la_cuenta,tiene_cuenta_conjunta,indicador_aleatorio,residencial_Rural,residencial_Suburbana,residencial_Urbana
872,0.0,1,male,45.620647911876986,0,0,5.0,Suburbana,First,man,True,B,Suburbana,no,1,0.462715155245583,0.0,1.0,0.0
873,0.0,1,male,45.76573553385468,0,0,9.0,Suburbana,Third,man,True,,Rural,no,1,0.1889406046000868,1.0,0.0,0.0
874,0.0,1,female,46.81545145789965,1,0,24.0,Central,Second,woman,False,,Suburbana,yes,1,0.7568862260256399,0.0,1.0,0.0
875,0.0,1,female,45.13216499852167,0,0,7.225,Central,Third,child,False,,Suburbana,yes,1,0.0308804090047801,0.0,1.0,0.0
876,0.0,1,male,48.67674499070641,0,0,9.8458,Suburbana,Third,man,True,,Rural,no,1,0.3904949332489343,1.0,0.0,0.0
877,0.0,1,male,46.02434109958499,0,0,7.8958,Suburbana,Third,man,True,,Suburbana,no,1,0.1667668953394003,0.0,1.0,0.0
878,1.0,1,male,46.50295008601745,0,0,7.8958,Suburbana,Third,man,True,,Rural,no,1,0.0851681879674206,1.0,0.0,0.0
879,1.0,2,female,19.507146362223352,0,1,83.1583,Central,First,woman,False,C,Urbana,yes,0,0.7622515620933376,0.0,0.0,1.0
880,0.0,2,female,19.40185883159773,0,1,26.0,Suburbana,Second,woman,False,,Urbana,yes,1,0.7800100068263943,0.0,0.0,1.0
881,1.0,2,male,25.10928679109936,0,0,7.8958,Suburbana,Third,man,True,,Urbana,no,1,0.7436903030205669,0.0,0.0,1.0
882,0.0,3,female,27.8400367961321,0,0,10.5167,Suburbana,Third,woman,False,,Urbana,no,0,0.3321856325789591,0.0,0.0,1.0
883,1.0,2,male,22.463827690525388,0,0,10.5,Suburbana,Second,man,True,,Urbana,no,1,0.3436906680636833,0.0,0.0,1.0
884,0.0,1,male,50.58778803398536,0,0,7.05,Suburbana,Third,man,True,,Rural,no,1,0.8047196952996459,1.0,0.0,0.0
885,1.0,1,female,47.534969720727496,0,5,29.125,Quito,Third,woman,False,,Rural,no,1,0.976091114946711,1.0,0.0,0.0
886,0.0,3,male,25.190590000897,0,0,13.0,Suburbana,Second,man,True,,Urbana,no,1,0.948849340758131,0.0,0.0,1.0
887,0.0,1,female,45.9968391409218,0,0,30.0,Suburbana,First,woman,False,B,Rural,yes,1,0.975518617811046,1.0,0.0,0.0
888,1.0,3,female,27.435076629901896,1,2,23.45,Suburbana,Third,woman,False,,Urbana,no,0,0.1999931252458484,0.0,0.0,1.0
889,0.0,1,male,45.623140014581566,0,0,30.0,Central,First,man,True,C,Rural,yes,1,0.9443152136958504,1.0,0.0,0.0
890,1.0,2,male,25.92090632351773,0,0,7.75,Quito,Third,man,True,,Urbana,no,0,0.236927330467589,0.0,0.0,1.0
891,1.0,1,male,58.0,2,0,62380.0,other,Third,woman,False,F,Urbana,no,False,0.0541739911356305,,,
892,0.0,3,female,49.0,2,1,63610.0,other,Second,woman,True,G,Urbana,no,False,0.139213781865309,,,
893,1.0,2,female,47.0,0,0,57386.0,other,Third,child,True,F,Urbana,no,False,0.9117775052127016,,,
894,1.0,2,male,47.0,0,0,53545.0,other,Third,man,False,D,Urbana,no,False,0.8757848893687658,,,
895,0.0,1,male,38.0,1,0,59063.0,other,First,child,True,,Urbana,no,False,0.8157541438521558,,,
896,1.0,2,male,17.0,1,0,2319.0,Central,First,Desempleado,False,E,Urbana,no,False,0.9676085021263028,,,
897,1.0,3,female,16.0,1,1,1475.0,Rural,Third,Desempleado,False,,Urbana,no,False,0.4507801480365124,,,
898,1.0,1,female,17.0,2,2,2871.0,Suburbana,Second,Desempleado,False,F,Urbana,yes,False,0.9858837997915444,,,
899,1.0,3,female,13.0,0,1,1526.0,Central,Third,Desempleado,False,F,Urbana,no,False,0.9786856989675388,,,
900,1.0,1,male,17.0,0,0,1245.0,Rural,Third,Desempleado,False,B,Urbana,no,False,0.3246109473632566,,,
901,0.0,1,female,27.0,2,0,9961.0,Suburbana,First,Empleo a tiempo parcial,False,E,Suburbana,yes,True,0.2487523001922184,,,
902,0.0,3,female,54.0,1,0,7064.0,Suburbana,Third,Desempleado,True,E,Suburbana,yes,True,0.4140015805654827,,,
903,1.0,1,male,43.0,2,0,9818.0,Suburbana,First,Desempleado,False,E,Suburbana,no,True,0.8238888668700193,,,
904,1.0,3,male,31.0,1,0,5151.0,Suburbana,Second,Desempleado,True,,Suburbana,no,False,0.0448914232174372,,,
905,1.0,1,female,24.0,0,1,8732.0,Suburbana,First,Empleo a tiempo completo,True,E,Suburbana,no,False,0.4887778270884723,,,
0,0.0,Inversiones,Hombre,34.0,1,4,22949.0,Suiza,Basico,Retirado,False,2,Urbana,yes,False,,,,
1,0.0,Ahorro,Hombre,77.0,0,0,17978.0,Suiza,Avanzado,Retirado,True,2,Urbana,no,True,,,,
2,0.0,Inversiones,Hombre,81.0,1,4,35679.0,Suiza,Basico,Estudiante,False,5,Urbana,no,True,,,,
3,0.0,Inversiones,Hombre,52.0,0,1,47381.0,Suiza,Avanzado,Empleo,True,10,Urbana,yes,True,,,,
4,0.0,Ahorro,Mujer,87.0,0,1,25838.0,Suiza,Avanzado,Retirado,False,10,Suburbana,no,True,,,,
5,0.0,Ahorro,Hombre,47.0,1,3,27399.0,Suiza,Avanzado,Estudiante,True,10,Rural,yes,False,,,,
6,0.0,Inversiones,Mujer,88.0,1,4,4645.0,Suiza,Avanzado,Retirado,True,8,Rural,yes,False,,,,
7,0.0,Corriente,Mujer,80.0,0,3,32601.0,Suiza,Intermedio,Desempleo,True,9,Rural,yes,False,,,,
8,0.0,Inversiones,Hombre,45.0,1,3,3275.0,Suiza,Avanzado,Desempleo,False,2,Suburbana,no,True,,,,
9,0.0,Inversiones,Mujer,77.0,1,1,46461.0,Suiza,Basico,Empleo,True,5,Rural,no,True,,,,
10,0.0,Inversiones,Mujer,54.0,1,3,32147.0,Suiza,Intermedio,Estudiante,True,7,Suburbana,no,True,,,,
11,0.0,Inversiones,Mujer,39.0,2,1,46119.0,Suiza,Intermedio,Desempleo,True,6,Suburbana,no,True,,,,
12,0.0,Ahorro,Mujer,85.0,0,0,46338.0,Suiza,Avanzado,Desempleo,True,6,Suburbana,yes,True,,,,
13,0.0,Inversiones,Hombre,37.0,2,4,20039.0,Suiza,Intermedio,Estudiante,False,7,Rural,no,True,,,,
14,0.0,Corriente,Mujer,85.0,1,3,37238.0,Suiza,Avanzado,Retirado,True,3,Rural,yes,False,,,,
15,0.0,Ahorro,Hombre,81.0,2,1,27116.0,Suiza,Basico,Estudiante,True,3,Rural,no,False,,,,
16,0.0,Corriente,Mujer,34.0,1,2,14619.0,Suiza,Avanzado,Retirado,True,10,Urbana,no,True,,,,
17,0.0,Corriente,Mujer,29.0,2,3,25659.0,Suiza,Intermedio,Desempleo,False,9,Suburbana,no,False,,,,
18,0.0,Corriente,Hombre,39.0,1,0,37599.0,Suiza,Basico,Desempleo,True,8,Urbana,no,True,,,,
19,0.0,Corriente,Mujer,34.0,2,0,10795.0,Suiza,Avanzado,Desempleo,True,5,Suburbana,no,True,,,,
20,0.0,Ahorro,Mujer,27.0,2,2,35210.0,Suiza,Basico,Empleo,True,6,Rural,yes,False,,,,
21,0.0,Ahorro,Mujer,82.0,2,1,25185.0,Suiza,Basico,Empleo,True,10,Suburbana,no,True,,,,
22,0.0,Corriente,Hombre,39.0,0,3,49843.0,Suiza,Intermedio,Empleo,False,1,Suburbana,no,False,,,,
23,0.0,Corriente,Mujer,67.0,2,1,25979.0,Suiza,Basico,Estudiante,True,10,Urbana,no,True,,,,
24,0.0,Ahorro,Hombre,31.0,0,0,46672.0,Suiza,Intermedio,Desempleo,True,1,Suburbana,no,True,,,,
25,0.0,Ahorro,Mujer,81.0,1,1,34129.0,Suiza,Basico,Desempleo,False,4,Rural,yes,False,,,,
26,0.0,Ahorro,Hombre,64.0,2,0,42543.0,Suiza,Avanzado,Estudiante,False,2,Suburbana,no,True,,,,
27,0.0,Inversiones,Hombre,46.0,1,1,17533.0,Suiza,Basico,Empleo,False,7,Suburbana,yes,True,,,,
28,0.0,Inversiones,Mujer,53.0,1,2,37402.0,Suiza,Avanzado,Estudiante,True,2,Suburbana,no,True,,,,
29,0.0,Inversiones,Mujer,69.0,2,4,45071.0,Suiza,Avanzado,Empleo,False,10,Urbana,yes,False,,,,
30,0.0,Corriente,Hombre,24.0,0,2,15908.0,Suiza,Basico,Desempleo,True,2,Suburbana,yes,True,,,,
31,0.0,Inversiones,Hombre,46.0,2,2,17920.0,Suiza,Avanzado,Retirado,False,5,Suburbana,yes,True,,,,
32,0.0,Corriente,Mujer,28.0,1,4,16851.0,Suiza,Basico,Empleo,True,4,Urbana,yes,True,,,,
33,0.0,Corriente,Hombre,50.0,1,4,4631.0,Suiza,Basico,Desempleo,False,8,Urbana,yes,False,,,,
34,0.0,Inversiones,Mujer,23.0,2,3,45325.0,Suiza,Avanzado,Desempleo,True,4,Urbana,no,False,,,,
35,0.0,Corriente,Mujer,49.0,0,3,11849.0,Suiza,Avanzado,Retirado,False,6,Urbana,yes,False,,,,
36,0.0,Inversiones,Mujer,68.0,0,2,44754.0,Suiza,Intermedio,Desempleo,True,5,Rural,no,False,,,,
37,0.0,Inversiones,Mujer,75.0,1,2,38725.0,Suiza,Avanzado,Desempleo,True,2,Rural,yes,False,,,,
38,0.0,Ahorro,Hombre,43.0,1,0,39347.0,Suiza,Intermedio,Empleo,True,8,Suburbana,yes,True,,,,
39,0.0,Inversiones,Mujer,63.0,0,0,12953.0,Suiza,Avanzado,Empleo,True,2,Rural,no,False,,,,
40,0.0,Ahorro,Hombre,46.0,2,3,19314.0,Suiza,Basico,Retirado,True,9,Suburbana,yes,False,,,,
41,0.0,Inversiones,Mujer,21.0,1,3,18763.0,Suiza,Avanzado,Retirado,True,9,Rural,yes,True,,,,
42,0.0,Inversiones,Hombre,30.0,0,0,12658.0,Suiza,Basico,Desempleo,True,3,Urbana,yes,False,,,,
43,0.0,Ahorro,Mujer,56.0,1,0,16235.0,Suiza,Basico,Empleo,True,4,Urbana,yes,True,,,,
44,0.0,Ahorro,Hombre,32.0,2,1,16330.0,Suiza,Basico,Retirado,False,8,Rural,no,False,,,,
45,0.0,Inversiones,Hombre,46.0,0,1,48393.0,Suiza,Intermedio,Retirado,True,9,Rural,yes,True,,,,
46,0.0,Corriente,Mujer,46.0,1,0,45173.0,Suiza,Avanzado,Estudiante,True,3,Suburbana,yes,True,,,,
47,0.0,Ahorro,Mujer,49.0,2,1,24426.0,Suiza,Basico,Retirado,False,5,Suburbana,no,False,,,,
48,0.0,Corriente,Mujer,19.0,1,4,45566.0,Suiza,Basico,Desempleo,True,8,Suburbana,no,False,,,,
49,0.0,Corriente,Mujer,64.0,2,3,35279.0,Suiza,Intermedio,Empleo,False,3,Urbana,yes,True,,,,
50,0.0,Corriente,Hombre,39.0,2,3,3873.0,Suiza,Avanzado,Retirado,True,7,Urbana,yes,True,,,,
51,0.0,Ahorro,Mujer,44.0,0,0,10835.0,Suiza,Avanzado,Estudiante,False,8,Urbana,no,True,,,,
52,0.0,Corriente,Hombre,84.0,2,2,24241.0,Suiza,Intermedio,Empleo,False,10,Urbana,yes,True,,,,
53,0.0,Ahorro,Hombre,73.0,1,0,11192.0,Suiza,Intermedio,Retirado,True,3,Suburbana,no,True,,,,
54,0.0,Corriente,Mujer,38.0,2,1,47795.0,Suiza,Avanzado,Estudiante,False,2,Urbana,yes,True,,,,
55,0.0,Inversiones,Hombre,64.0,2,2,46041.0,Suiza,Intermedio,Retirado,True,10,Urbana,no,True,,,,
56,0.0,Inversiones,Hombre,76.0,0,1,34557.0,Suiza,Avanzado,Empleo,True,7,Urbana,no,False,,,,
57,0.0,Ahorro,Hombre,23.0,2,4,1947.0,Suiza,Avanzado,Empleo,True,9,Urbana,no,True,,,,
58,0.0,Inversiones,Hombre,36.0,2,1,20083.0,Suiza,Basico,Empleo,True,1,Rural,yes,False,,,,
59,0.0,Inversiones,Mujer,74.0,1,4,23265.0,Suiza,Basico,Desempleo,False,3,Suburbana,yes,False,,,,
60,0.0,Corriente,Mujer,86.0,0,4,24406.0,Suiza,Avanzado,Retirado,True,5,Suburbana,yes,True,,,,
61,0.0,Ahorro,Mujer,20.0,0,1,20067.0,Suiza,Avanzado,Desempleo,False,3,Urbana,yes,True,,,,
62,0.0,Corriente,Mujer,18.0,0,1,14639.0,Suiza,Avanzado,Empleo,False,1,Rural,no,False,,,,
63,0.0,Corriente,Hombre,75.0,2,4,47025.0,Suiza,Avanzado,Estudiante,True,7,Suburbana,no,True,,,,
64,0.0,Corriente,Hombre,55.0,0,2,38730.0,Suiza,Avanzado,Retirado,True,7,Suburbana,no,True,,,,
65,0.0,Corriente,Mujer,32.0,2,4,20020.0,Suiza,Avanzado,Desempleo,True,10,Urbana,yes,False,,,,
66,0.0,Corriente,Mujer,51.0,2,3,20202.0,Suiza,Intermedio,Retirado,True,8,Urbana,yes,False,,,,
67,0.0,Corriente,Mujer,78.0,1,4,26066.0,Suiza,Avanzado,Estudiante,False,5,Suburbana,yes,False,,,,
68,0.0,Corriente,Hombre,52.0,1,2,8157.0,Suiza,Intermedio,Desempleo,True,10,Suburbana,no,True,,,,
69,0.0,Ahorro,Mujer,81.0,1,3,38188.0,Suiza,Intermedio,Empleo,False,5,Rural,yes,True,,,,
70,0.0,Inversiones,Mujer,42.0,1,0,30634.0,Suiza,Avanzado,Desempleo,True,5,Suburbana,yes,False,,,,
71,0.0,Corriente,Mujer,41.0,1,0,10845.0,Suiza,Avanzado,Retirado,True,1,Suburbana,no,True,,,,
72,0.0,Corriente,Hombre,29.0,2,2,41685.0,Suiza,Intermedio,Retirado,True,10,Urbana,no,False,,,,
73,0.0,Corriente,Hombre,35.0,2,4,27913.0,Suiza,Intermedio,Retirado,True,5,Suburbana,yes,True,,,,
74,0.0,Corriente,Hombre,32.0,0,1,5708.0,Suiza,Avanzado,Retirado,False,6,Urbana,no,False,,,,
75,0.0,Corriente,Hombre,44.0,2,2,33955.0,Suiza,Avanzado,Empleo,False,1,Suburbana,yes,True,,,,
76,0.0,Corriente,Hombre,89.0,2,3,28518.0,Suiza,Intermedio,Desempleo,True,7,Suburbana,no,False,,,,
77,0.0,Inversiones,Hombre,77.0,1,3,46491.0,Suiza,Intermedio,Empleo,False,1,Suburbana,no,True,,,,
78,0.0,Inversiones,Hombre,63.0,2,0,8580.0,Suiza,Intermedio,Empleo,False,2,Rural,no,True,,,,
79,0.0,Corriente,Hombre,34.0,1,3,22402.0,Suiza,Basico,Empleo,True,2,Urbana,yes,False,,,,
80,0.0,Inversiones,Mujer,70.0,0,2,9986.0,Suiza,Intermedio,Retirado,True,5,Rural,yes,True,,,,
81,0.0,Ahorro,Mujer,25.0,0,3,39362.0,Suiza,Basico,Retirado,False,10,Suburbana,yes,True,,,,
82,0.0,Corriente,Hombre,44.0,2,2,21658.0,Suiza,Avanzado,Retirado,False,7,Rural,no,False,,,,
83,0.0,Ahorro,Hombre,63.0,0,1,40960.0,Suiza,Avanzado,Desempleo,False,1,Urbana,no,True,,,,
84,0.0,Ahorro,Mujer,67.0,2,0,44356.0,Suiza,Intermedio,Estudiante,False,10,Suburbana,no,True,,,,
85,0.0,Corriente,Hombre,88.0,0,3,36371.0,Suiza,Avanzado,Retirado,True,1,Rural,no,True,,,,
86,0.0,Inversiones,Hombre,20.0,1,2,35708.0,Suiza,Avanzado,Desempleo,True,1,Rural,yes,False,,,,
87,0.0,Ahorro,Hombre,81.0,1,4,21019.0,Suiza,Avanzado,Retirado,False,6,Urbana,yes,False,,,,
88,0.0,Corriente,Mujer,61.0,1,0,31879.0,Suiza,Avanzado,Retirado,True,2,Rural,yes,False,,,,
89,0.0,Ahorro,Mujer,70.0,1,1,28878.0,Suiza,Basico,Empleo,False,1,Urbana,no,False,,,,
90,0.0,Ahorro,Mujer,41.0,2,2,40392.0,Suiza,Basico,Empleo,False,6,Suburbana,no,False,,,,
91,0.0,Ahorro,Mujer,77.0,0,1,14531.0,Suiza,Intermedio,Empleo,True,2,Suburbana,yes,True,,,,
92,0.0,Ahorro,Mujer,20.0,2,1,15036.0,Suiza,Intermedio,Desempleo,False,6,Rural,no,True,,,,
93,0.0,Inversiones,Hombre,37.0,1,3,946.0,Suiza,Intermedio,Estudiante,False,10,Suburbana,yes,False,,,,
94,0.0,Ahorro,Mujer,63.0,2,3,37183.0,Suiza,Avanzado,Estudiante,True,8,Suburbana,no,True,,,,
95,0.0,Ahorro,Hombre,32.0,0,2,49055.0,Suiza,Avanzado,Desempleo,True,2,Rural,no,True,,,,
96,0.0,Ahorro,Hombre,42.0,2,4,18118.0,Suiza,Basico,Retirado,False,9,Suburbana,yes,True,,,,
97,0.0,Inversiones,Mujer,88.0,0,2,7087.0,Suiza,Basico,Desempleo,False,8,Rural,yes,True,,,,
98,0.0,Ahorro,Mujer,34.0,2,4,31980.0,Suiza,Intermedio,Retirado,True,10,Urbana,no,False,,,,
99,0.0,Ahorro,Hombre,26.0,0,1,33494.0,Suiza,Basico,Desempleo,False,1,Urbana,yes,False,,,,
100,0.0,Inversiones,Hombre,55.0,0,0,21027.0,Suiza,Basico,Desempleo,False,7,Urbana,yes,True,,,,
101,0.0,Inversiones,Hombre,65.0,1,2,24069.0,Suiza,Basico,Desempleo,True,10,Rural,no,True,,,,
102,0.0,Inversiones,Mujer,77.0,0,2,11651.0,Suiza,Basico,Estudiante,True,6,Rural,no,False,,,,
103,0.0,Ahorro,Mujer,80.0,1,4,6058.0,Suiza,Basico,Empleo,True,6,Suburbana,no,True,,,,
104,0.0,Inversiones,Mujer,19.0,1,1,45239.0,Suiza,Intermedio,Desempleo,True,6,Suburbana,yes,True,,,,
105,0.0,Inversiones,Mujer,89.0,1,1,33454.0,Suiza,Intermedio,Estudiante,True,6,Suburbana,no,True,,,,
106,0.0,Ahorro,Mujer,28.0,2,4,47948.0,Suiza,Basico,Empleo,True,10,Suburbana,no,False,,,,
107,0.0,Inversiones,Hombre,81.0,2,1,47827.0,Suiza,Intermedio,Empleo,False,7,Suburbana,no,False,,,,
108,0.0,Ahorro,Mujer,89.0,2,3,44337.0,Suiza,Avanzado,Desempleo,False,3,Rural,no,True,,,,
109,0.0,Corriente,Hombre,38.0,2,0,35803.0,Suiza,Basico,Retirado,True,6,Rural,no,True,,,,
110,0.0,Inversiones,Hombre,35.0,0,2,35200.0,Suiza,Avanzado,Retirado,True,3,Urbana,yes,True,,,,
111,0.0,Corriente,Hombre,81.0,0,0,28000.0,Suiza,Intermedio,Retirado,False,7,Urbana,no,True,,,,
112,0.0,Ahorro,Mujer,55.0,2,2,2532.0,Suiza,Intermedio,Desempleo,False,7,Urbana,no,True,,,,
113,0.0,Inversiones,Mujer,49.0,0,3,1752.0,Suiza,Avanzado,Retirado,False,8,Urbana,yes,True,,,,
114,0.0,Ahorro,Mujer,28.0,0,1,6009.0,Suiza,Intermedio,Estudiante,True,2,Rural,no,False,,,,
115,0.0,Corriente,Hombre,62.0,1,4,38342.0,Suiza,Basico,Estudiante,True,9,Rural,no,False,,,,
116,0.0,Ahorro,Hombre,50.0,1,3,14400.0,Suiza,Avanzado,Estudiante,False,5,Rural,yes,True,,,,
117,0.0,Inversiones,Hombre,58.0,1,0,15023.0,Suiza,Basico,Estudiante,True,9,Suburbana,no,False,,,,
118,0.0,Inversiones,Hombre,25.0,1,4,2381.0,Suiza,Avanzado,Empleo,True,10,Suburbana,yes,True,,,,
119,0.0,Corriente,Hombre,28.0,0,1,33537.0,Suiza,Intermedio,Estudiante,True,5,Urbana,no,True,,,,
120,0.0,Ahorro,Hombre,68.0,2,3,2130.0,Suiza,Avanzado,Retirado,False,7,Suburbana,yes,False,,,,
121,0.0,Inversiones,Mujer,58.0,0,4,21289.0,Suiza,Avanzado,Desempleo,False,9,Rural,yes,False,,,,
122,0.0,Corriente,Mujer,34.0,0,3,23023.0,Suiza,Basico,Retirado,True,4,Urbana,no,True,,,,
123,0.0,Inversiones,Mujer,63.0,0,3,18458.0,Suiza,Intermedio,Estudiante,True,2,Urbana,yes,True,,,,
124,0.0,Inversiones,Mujer,49.0,1,1,46651.0,Suiza,Basico,Empleo,True,9,Suburbana,yes,False,,,,
125,0.0,Ahorro,Hombre,71.0,1,2,49420.0,Suiza,Intermedio,Estudiante,True,2,Urbana,no,False,,,,
126,0.0,Inversiones,Hombre,37.0,1,4,44352.0,Suiza,Basico,Desempleo,True,3,Suburbana,no,True,,,,
127,0.0,Ahorro,Mujer,50.0,2,1,2195.0,Suiza,Avanzado,Retirado,False,10,Suburbana,yes,True,,,,
128,0.0,Inversiones,Hombre,57.0,0,3,15321.0,Suiza,Basico,Desempleo,True,2,Urbana,no,True,,,,
129,0.0,Corriente,Mujer,49.0,2,1,3762.0,Suiza,Intermedio,Desempleo,True,3,Suburbana,yes,False,,,,
130,0.0,Inversiones,Mujer,19.0,1,2,1945.0,Suiza,Intermedio,Desempleo,True,6,Suburbana,yes,True,,,,
131,0.0,Ahorro,Mujer,50.0,2,4,16936.0,Suiza,Avanzado,Retirado,False,3,Suburbana,no,False,,,,
132,0.0,Ahorro,Hombre,47.0,0,2,10449.0,Suiza,Intermedio,Estudiante,False,10,Suburbana,no,True,,,,
133,0.0,Corriente,Mujer,50.0,0,0,24463.0,Suiza,Basico,Desempleo,True,8,Urbana,yes,False,,,,
134,0.0,Inversiones,Mujer,43.0,1,4,30432.0,Suiza,Avanzado,Retirado,False,6,Rural,no,False,,,,
135,0.0,Inversiones,Mujer,39.0,1,2,7401.0,Suiza,Intermedio,Empleo,False,7,Rural,no,False,,,,
136,0.0,Corriente,Hombre,83.0,2,3,33987.0,Suiza,Intermedio,Retirado,False,1,Suburbana,yes,False,,,,
137,0.0,Inversiones,Hombre,55.0,1,4,9097.0,Suiza,Basico,Empleo,False,3,Suburbana,yes,True,,,,
138,0.0,Inversiones,Mujer,63.0,1,4,7355.0,Suiza,Basico,Retirado,False,3,Suburbana,yes,False,,,,
139,0.0,Ahorro,Hombre,32.0,0,1,19178.0,Suiza,Avanzado,Estudiante,False,2,Rural,yes,False,,,,
140,0.0,Inversiones,Hombre,61.0,1,3,8763.0,Suiza,Intermedio,Desempleo,True,7,Suburbana,yes,False,,,,
141,0.0,Inversiones,Hombre,66.0,1,0,47788.0,Suiza,Basico,Estudiante,False,9,Urbana,yes,True,,,,
142,0.0,Corriente,Hombre,78.0,0,2,26305.0,Suiza,Avanzado,Retirado,False,4,Urbana,no,True,,,,
143,0.0,Corriente,Hombre,84.0,0,1,26643.0,Suiza,Intermedio,Desempleo,True,5,Urbana,yes,True,,,,
144,0.0,Ahorro,Hombre,23.0,2,2,12374.0,Suiza,Intermedio,Empleo,True,3,Rural,no,True,,,,
145,0.0,Inversiones,Hombre,26.0,1,0,28029.0,Suiza,Avanzado,Retirado,True,9,Suburbana,no,True,,,,
146,0.0,Inversiones,Hombre,23.0,0,0,21366.0,Suiza,Avanzado,Desempleo,True,4,Suburbana,yes,True,,,,
147,0.0,Inversiones,Hombre,49.0,2,4,14579.0,Suiza,Basico,Empleo,False,5,Suburbana,no,False,,,,
148,0.0,Ahorro,Hombre,58.0,2,0,7743.0,Suiza,Intermedio,Empleo,False,1,Rural,yes,False,,,,
149,0.0,Ahorro,Mujer,25.0,1,2,30372.0,Suiza,Intermedio,Estudiante,False,2,Rural,no,False,,,,
150,0.0,Corriente,Mujer,89.0,1,3,9518.0,Suiza,Intermedio,Retirado,False,9,Rural,yes,True,,,,
151,0.0,Ahorro,Hombre,67.0,2,3,12600.0,Suiza,Avanzado,Empleo,True,2,Rural,yes,False,,,,
152,0.0,Inversiones,Mujer,79.0,0,4,49959.0,Suiza,Basico,Desempleo,False,5,Urbana,yes,False,,,,
153,0.0,Inversiones,Mujer,79.0,2,2,20300.0,Suiza,Intermedio,Empleo,False,8,Rural,yes,True,,,,
154,0.0,Ahorro,Hombre,24.0,1,2,27410.0,Suiza,Avanzado,Empleo,True,3,Rural,no,False,,,,
155,0.0,Inversiones,Hombre,21.0,0,0,29937.0,Suiza,Intermedio,Estudiante,False,6,Rural,no,True,,,,
156,0.0,Inversiones,Hombre,23.0,0,2,38088.0,Suiza,Basico,Estudiante,False,4,Suburbana,no,False,,,,
157,0.0,Ahorro,Mujer,75.0,2,1,11501.0,Suiza,Intermedio,Desempleo,False,7,Suburbana,no,True,,,,
158,0.0,Ahorro,Mujer,39.0,1,0,47175.0,Suiza,Basico,Estudiante,False,10,Suburbana,no,True,,,,
159,0.0,Inversiones,Hombre,43.0,2,1,20442.0,Suiza,Basico,Empleo,True,3,Urbana,yes,True,,,,
160,0.0,Inversiones,Hombre,20.0,2,4,21362.0,Suiza,Intermedio,Empleo,True,6,Urbana,yes,False,,,,
161,0.0,Inversiones,Hombre,58.0,2,3,12169.0,Suiza,Intermedio,Estudiante,True,10,Rural,yes,False,,,,
162,0.0,Corriente,Mujer,77.0,0,4,16416.0,Suiza,Basico,Empleo,True,9,Suburbana,yes,True,,,,
163,0.0,Corriente,Mujer,31.0,0,3,11378.0,Suiza,Avanzado,Empleo,True,10,Urbana,yes,True,,,,
164,0.0,Corriente,Mujer,29.0,1,4,3485.0,Suiza,Basico,Desempleo,False,1,Suburbana,no,False,,,,
165,0.0,Ahorro,Mujer,29.0,1,2,32869.0,Suiza,Intermedio,Estudiante,False,3,Urbana,yes,False,,,,
166,0.0,Corriente,Hombre,30.0,2,1,8612.0,Suiza,Intermedio,Empleo,True,2,Urbana,yes,True,,,,
167,0.0,Ahorro,Hombre,42.0,2,3,41735.0,Suiza,Avanzado,Estudiante,True,8,Rural,no,False,,,,
168,0.0,Ahorro,Hombre,62.0,2,0,19431.0,Suiza,Basico,Desempleo,True,7,Rural,no,False,,,,
169,0.0,Corriente,Hombre,36.0,1,1,27840.0,Suiza,Basico,Estudiante,False,2,Urbana,yes,False,,,,
170,0.0,Corriente,Mujer,72.0,0,0,836.0,Suiza,Basico,Empleo,True,6,Rural,yes,True,,,,
171,0.0,Corriente,Mujer,62.0,0,1,43433.0,Suiza,Intermedio,Estudiante,False,3,Urbana,no,True,,,,
172,0.0,Inversiones,Hombre,25.0,2,1,19863.0,Suiza,Basico,Empleo,False,8,Urbana,yes,False,,,,
173,0.0,Corriente,Hombre,70.0,2,4,46036.0,Suiza,Avanzado,Empleo,False,10,Suburbana,yes,True,,,,
174,0.0,Inversiones,Mujer,72.0,2,3,4468.0,Suiza,Intermedio,Empleo,False,3,Rural,yes,False,,,,
175,0.0,Ahorro,Hombre,49.0,2,3,34178.0,Suiza,Intermedio,Desempleo,True,10,Rural,no,False,,,,
176,0.0,Inversiones,Mujer,68.0,1,1,48900.0,Suiza,Basico,Estudiante,False,9,Rural,yes,True,,,,
177,0.0,Corriente,Hombre,61.0,0,2,16779.0,Suiza,Avanzado,Desempleo,False,1,Suburbana,yes,True,,,,
178,0.0,Ahorro,Hombre,87.0,2,2,3629.0,Suiza,Intermedio,Estudiante,True,5,Suburbana,no,True,,,,
179,0.0,Ahorro,Hombre,35.0,1,0,38715.0,Suiza,Intermedio,Desempleo,False,3,Suburbana,no,False,,,,
180,0.0,Ahorro,Hombre,39.0,2,0,39397.0,Suiza,Basico,Retirado,False,6,Rural,no,False,,,,
181,0.0,Inversiones,Hombre,54.0,2,4,6350.0,Suiza,Basico,Empleo,False,10,Rural,yes,True,,,,
182,0.0,Corriente,Hombre,73.0,0,1,21088.0,Suiza,Avanzado,Empleo,True,2,Rural,no,True,,,,
